"","species","decimalLatitude","decimalLongitude"
"9505","Eurycea longicauda",37.069369,-87.660625
"9506","Eurycea cirrigera",37.070193,-87.659763
"9507","Eurycea cirrigera",37.070321,-87.659472
"9508","Eurycea cirrigera",32.518248,-84.879619
"9509","Eurycea bislineata",39.317355,-76.87564
"9510","Eurycea cirrigera",30.565513,-88.625918
"9511","Eurycea guttolineata",30.565081,-88.625777
"9512","Eurycea aquatica",36.012929,-83.444521
"9513","Eurycea bislineata",40.44104,-79.191542
"9514","Eurycea cirrigera",30.56582,-88.62828
"9515","Eurycea cirrigera",38.415378,-77.491587
"9516","Eurycea guttolineata",35.676346,-81.093875
"9517","Eurycea cirrigera",37.517792,-77.473113
"9518","Eurycea lucifuga",35.021294,-85.407931
"9519","Eurycea wilderae",33.995829,-84.32928
"9520","Eurycea longicauda",40.861222,-75.643105
"9521","Eurycea cirrigera",36.104303,-79.878277
"9522","Eurycea bislineata",45.957295,-66.711913
"9523","Eurycea guttolineata",33.484087,-85.813217
"9524","Eurycea cirrigera",36.509903,-82.610051
"9525","Eurycea paludicola",30.478212,-90.981138
"9526","Eurycea cirrigera",36.578666,-82.227224
"9527","Eurycea longicauda",40.860869,-75.641709
"9528","Eurycea cirrigera",36.128165,-79.833789
"9529","Eurycea bislineata",41.659856,-80.162799
"9530","Eurycea bislineata",42.589497,-74.521553
"9531","Eurycea bislineata",40.16355,-80.59485
"9532","Eurycea bislineata",39.984611,-75.258567
"9533","Eurycea cirrigera",39.479675,-84.067292
"9534","Eurycea bislineata",39.417267,-76.730805
"9535","Eurycea bislineata",40.249978,-76.281792
"9536","Eurycea bislineata",38.900604,-77.17186
"9537","Eurycea cirrigera",35.859589,-78.628127
"9538","Eurycea cirrigera",36.369305,-86.986406
"9539","Eurycea lucifuga",35.740692,-86.711594
"9540","Eurycea cirrigera",36.449019,-86.132247
"9541","Eurycea lucifuga",36.449188,-86.136598
"9542","Eurycea cirrigera",33.560567,-81.492753
"9543","Eurycea bislineata",42.103999,-80.053223
"9544","Eurycea cirrigera",36.933327,-84.108448
"9545","Eurycea cirrigera",34.325203,-85.249214
"9546","Eurycea bislineata",39.10409,-77.244213
"9547","Eurycea bislineata",39.101322,-77.247072
"9548","Eurycea cirrigera",32.570264,-84.984416
"9549","Eurycea bislineata",39.255461,-76.70886
"9550","Eurycea cirrigera",35.780304,-78.71369
"9551","Eurycea wilderae",34.881805,-83.350753
"9552","Eurycea wilderae",34.881763,-83.351167
"9553","Eurycea cirrigera",32.707694,-85.130054
"9554","Eurycea cirrigera",37.547261,-77.563369
"9555","Eurycea cirrigera",37.547324,-77.562656
"9556","Eurycea wilderae",35.154489,-82.968942
"9557","Eurycea bislineata",45.551316,-71.735583
"9558","Eurycea bislineata",45.551468,-71.735877
"9559","Eurycea cirrigera",35.665855,-78.85367
"9560","Eurycea paludicola",30.542211,-95.124602
"9561","Eurycea cirrigera",36.974537,-82.557606
"9562","Eurycea cirrigera",37.517717,-77.47297
"9563","Eurycea wilderae",35.423213,-82.28997
"9564","Eurycea wilderae",35.766517,-82.264013
"9565","Eurycea wilderae",35.766517,-82.264022
"9566","Eurycea cirrigera",35.874981,-78.754944
"9567","Eurycea cirrigera",31.723018,-87.467766
"9568","Eurycea cirrigera",31.723018,-87.467766
"9569","Eurycea cirrigera",31.723018,-87.467766
"9570","Eurycea cirrigera",31.723018,-87.467766
"9571","Eurycea cirrigera",37.827513,-83.629242
"9572","Eurycea wilderae",35.655108,-82.439567
"9573","Eurycea cirrigera",37.947737,-75.503746
"9574","Eurycea cirrigera",37.947737,-75.503746
"9575","Eurycea bislineata",39.62357,-76.733063
"9576","Eurycea guttolineata",30.362258,-84.674208
"9577","Eurycea guttolineata",30.361145,-84.673745
"9578","Eurycea cirrigera",30.360897,-84.673828
"9579","Eurycea cirrigera",36.558105,-85.822662
"9580","Eurycea cirrigera",36.557553,-85.822075
"9581","Eurycea cirrigera",36.548767,-85.817213
"9582","Eurycea cirrigera",36.552558,-85.821358
"9583","Eurycea cirrigera",36.550675,-85.822237
"9584","Eurycea guttolineata",30.361953,-84.674325
"9585","Eurycea paludicola",30.467677,-90.111791
"9586","Eurycea guttolineata",30.361217,-84.673758
"9587","Eurycea guttolineata",30.362208,-84.674287
"9588","Eurycea guttolineata",30.361912,-84.67392
"9589","Eurycea cirrigera",37.624683,-77.585205
"9590","Eurycea guttolineata",30.36222,-84.674063
"9591","Eurycea cirrigera",36.555984,-85.823803
"9592","Eurycea cirrigera",36.555988,-85.823788
"9593","Eurycea cirrigera",38.400575,-85.587837
"9594","Eurycea bislineata",45.492784,-68.47646
"9595","Eurycea cirrigera",33.475855,-87.653678
"9596","Eurycea cirrigera",31.814078,-85.973275
"9597","Eurycea bislineata",44.410308,-73.12365
"9598","Eurycea bislineata",44.410308,-73.12365
"9599","Eurycea bislineata",46.1489,-74.751774
"9600","Eurycea wilderae",34.882853,-82.385847
"9601","Eurycea quadridigitata",30.362514,-84.673848
"9602","Eurycea guttolineata",30.362192,-84.674039
"9603","Eurycea guttolineata",30.362162,-84.674378
"9604","Eurycea quadridigitata",30.362472,-84.673837
"9605","Eurycea bislineata",40.163417,-80.594947
"9606","Eurycea bislineata",40.163417,-80.594925
"9607","Eurycea bislineata",39.023811,-77.25138
"9608","Eurycea lucifuga",36.313176,-87.144771
"9609","Eurycea bislineata",38.95893,-77.202308
"9610","Eurycea bislineata",38.95908,-77.202387
"9611","Eurycea cirrigera",36.952344,-77.080265
"9612","Eurycea bislineata",39.27262,-76.860421
"9613","Eurycea hillisi",32.02997,-85.455078
"9614","Eurycea guttolineata",30.360967,-84.673797
"9615","Eurycea cirrigera",36.293472,-87.097742
"9616","Eurycea guttolineata",30.361005,-84.673605
"9617","Eurycea cirrigera",36.286738,-87.081497
"9618","Eurycea multiplicata",34.788928,-92.379983
"9619","Eurycea lucifuga",36.630512,-87.366692
"9620","Eurycea guttolineata",31.287531,-89.375683
"9621","Eurycea guttolineata",31.287531,-89.375683
"9622","Eurycea quadridigitata",29.943578,-82.009781
"9623","Eurycea guttolineata",31.287532,-89.375683
"9624","Eurycea cirrigera",35.247455,-79.80497
"9625","Eurycea bislineata",38.9395,-77.263267
"9626","Eurycea guttolineata",31.287532,-89.375683
"9627","Eurycea guttolineata",31.287532,-89.375683
"9628","Eurycea wilderae",35.962263,-81.120367
"9629","Eurycea cirrigera",33.810431,-84.316468
"9630","Eurycea guttolineata",31.287518,-89.375664
"9631","Eurycea paludicola",30.47992,-90.983803
"9632","Eurycea cirrigera",35.596912,-81.622912
"9633","Eurycea bislineata",39.63198,-76.713888
"9634","Eurycea cirrigera",35.611167,-80.844362
"9635","Eurycea quadridigitata",30.803993,-81.957063
"9636","Eurycea cirrigera",36.996644,-77.324733
"9637","Eurycea guttolineata",31.287509,-89.375659
"9638","Eurycea guttolineata",31.287533,-89.375683
"9639","Eurycea guttolineata",31.287505,-89.375706
"9640","Eurycea bislineata",39.417187,-76.730758
"9641","Eurycea guttolineata",31.287567,-89.375658
"9642","Eurycea cirrigera",35.845888,-87.671749
"9643","Eurycea cirrigera",31.320733,-86.436628
"9644","Eurycea wilderae",34.960213,-82.785972
"9645","Eurycea guttolineata",31.287533,-89.375683
"9646","Eurycea guttolineata",31.287649,-89.375644
"9647","Eurycea guttolineata",30.361711,-84.674108
"9648","Eurycea lucifuga",36.67735,-93.377638
"9649","Eurycea guttolineata",31.287534,-89.375683
"9650","Eurycea wilderae",35.121583,-83.014351
"9651","Eurycea cirrigera",35.990618,-78.715859
"9652","Eurycea guttolineata",33.714444,-82.0429
"9653","Eurycea guttolineata",31.28754,-89.375699
"9654","Eurycea cirrigera",39.914617,-83.906967
"9655","Eurycea cirrigera",36.141865,-80.307067
"9656","Eurycea guttolineata",31.287535,-89.375683
"9657","Eurycea bislineata",40.082014,-82.540468
"9658","Eurycea guttolineata",31.287535,-89.375683
"9659","Eurycea guttolineata",31.287596,-89.375769
"9660","Eurycea cirrigera",30.560633,-87.89605
"9661","Eurycea guttolineata",31.287535,-89.375684
"9662","Eurycea cirrigera",36.060419,-86.903919
"9663","Eurycea cirrigera",36.060433,-86.904054
"9664","Eurycea cirrigera",36.060401,-86.90399
"9665","Eurycea cirrigera",36.020728,-78.96817
"9666","Eurycea quadridigitata",32.324056,-80.826285
"9667","Eurycea cirrigera",36.060368,-86.904045
"9668","Eurycea cirrigera",36.060415,-86.904071
"9669","Eurycea cirrigera",35.194534,-80.812813
"9670","Eurycea bislineata",38.939653,-77.050184
"9671","Eurycea guttolineata",31.287537,-89.375684
"9672","Eurycea lucifuga",37.544354,-89.438564
"9673","Eurycea lucifuga",37.54251,-89.438039
"9674","Eurycea lucifuga",37.54251,-89.438039
"9675","Eurycea lucifuga",37.54251,-89.438039
"9676","Eurycea wilderae",35.085622,-83.580728
"9677","Eurycea cirrigera",37.907663,-86.025208
"9678","Eurycea cirrigera",36.31528,-82.3254
"9679","Eurycea bislineata",38.810753,-76.59095
"9680","Eurycea cirrigera",36.086983,-80.2826
"9681","Eurycea cirrigera",36.394081,-86.176447
"9682","Eurycea cirrigera",33.244072,-88.769014
"9683","Eurycea multiplicata",34.782947,-92.336395
"9684","Eurycea guttolineata",35.321388,-90.060183
"9685","Eurycea quadridigitata",29.702914,-82.008881
"9686","Eurycea guttolineata",34.744906,-82.866019
"9687","Eurycea cirrigera",38.263437,-81.67038
"9688","Eurycea longicauda",41.326978,-81.437375
"9689","Eurycea longicauda",41.33223,-81.411601
"9690","Eurycea cirrigera",34.176753,-77.905545
"9691","Eurycea cirrigera",38.059689,-78.516412
"9692","Eurycea cirrigera",38.0588,-78.518928
"9693","Eurycea cirrigera",38.058395,-78.519387
"9694","Eurycea cirrigera",37.986047,-78.613822
"9695","Eurycea bislineata",38.650831,-77.166814
"9696","Eurycea bislineata",39.931908,-75.606055
"9697","Eurycea cirrigera",36.149221,-86.992325
"9698","Eurycea cirrigera",33.463824,-86.784275
"9699","Eurycea cirrigera",39.420945,-84.499036
"9700","Eurycea cirrigera",37.273297,-80.110414
"9701","Eurycea guttolineata",31.354374,-89.514291
"9702","Eurycea bislineata",38.859698,-77.123851
"9703","Eurycea bislineata",38.859688,-77.12385
"9704","Eurycea bislineata",38.859747,-77.123851
"9705","Eurycea cirrigera",35.6948,-78.514145
"9706","Eurycea paludicola",30.30075,-95.804162
"9707","Eurycea wilderae",36.211332,-81.68894
"9708","Eurycea paludicola",31.181408,-92.565047
"9709","Eurycea quadridigitata",29.63527,-82.960372
"9710","Eurycea cirrigera",36.324796,-87.640986
"9711","Eurycea bislineata",39.132278,-77.531005
"9712","Eurycea cirrigera",33.343609,-86.738019
"9713","Eurycea cirrigera",31.794312,-85.958008
"9714","Eurycea cirrigera",31.794496,-85.957828
"9715","Eurycea cirrigera",31.798962,-85.960663
"9716","Eurycea cirrigera",31.794346,-85.959782
"9717","Eurycea cirrigera",31.79424,-85.95979
"9718","Eurycea guttolineata",31.793995,-85.956903
"9719","Eurycea paludicola",31.95462,-95.886895
"9720","Eurycea bislineata",38.975039,-77.367842
"9721","Eurycea guttolineata",31.79395,-85.956872
"9722","Eurycea bislineata",40.093509,-77.279007
"9723","Eurycea cirrigera",37.553749,-84.240539
"9724","Eurycea guttolineata",34.93697,-83.071252
"9725","Eurycea bislineata",39.050317,-77.3164
"9726","Eurycea bislineata",39.050683,-77.328537
"9727","Eurycea cirrigera",35.2358,-79.2782
"9728","Eurycea chamberlaini",35.2358,-79.2782
"9729","Eurycea cirrigera",35.71502,-88.32403
"9730","Eurycea guttolineata",35.39095,-88.76641
"9731","Eurycea cirrigera",32.389324,-86.289781
"9732","Eurycea cirrigera",38.280137,-81.645095
"9733","Eurycea aquatica",34.288984,-86.890558
"9734","Eurycea bislineata",38.754783,-77.424338
"9735","Eurycea cirrigera",39.804134,-83.88165
"9736","Eurycea cirrigera",39.420945,-84.499036
"9737","Eurycea cirrigera",39.420945,-84.499036
"9738","Eurycea cirrigera",39.420945,-84.499036
"9739","Eurycea cirrigera",39.420945,-84.499036
"9740","Eurycea cirrigera",39.420945,-84.499036
"9741","Eurycea bislineata",39.052015,-77.326296
"9742","Eurycea bislineata",39.052459,-77.325337
"9743","Eurycea bislineata",38.87254,-77.14102
"9744","Eurycea bislineata",38.872492,-77.141586
"9745","Eurycea paludicola",30.479283,-90.98465
"9746","Eurycea wilderae",36.31773,-82.354737
"9747","Eurycea cirrigera",32.390704,-86.285977
"9748","Eurycea cirrigera",37.994362,-78.600538
"9749","Eurycea cirrigera",37.994288,-78.600433
"9750","Eurycea cirrigera",38.058308,-78.559295
"9751","Eurycea cirrigera",38.058308,-78.559295
"9752","Eurycea cirrigera",36.562044,-82.224072
"9753","Eurycea paludicola",30.38032,-90.637633
"9754","Eurycea cirrigera",36.340703,-86.847672
"9755","Eurycea cirrigera",37.178142,-78.268731
"9756","Eurycea paludicola",30.395136,-91.121037
"9757","Eurycea cirrigera",37.45425,-80.11328
"9758","Eurycea cirrigera",37.454216,-80.112837
"9759","Eurycea cirrigera",37.488393,-84.43869
"9760","Eurycea cirrigera",37.979143,-79.029011
"9761","Eurycea cirrigera",37.979104,-79.029099
"9762","Eurycea guttolineata",31.352547,-89.2324
"9763","Eurycea cirrigera",37.69635,-78.113494
"9764","Eurycea wilderae",35.784467,-83.102075
"9765","Eurycea guttolineata",31.88764,-86.030006
"9766","Eurycea lucifuga",34.428221,-85.723416
"9767","Eurycea lucifuga",34.428221,-85.723416
"9768","Eurycea lucifuga",34.428221,-85.723416
"9769","Eurycea lucifuga",34.428221,-85.723416
"9770","Eurycea cirrigera",35.062354,-84.469703
"9771","Eurycea cirrigera",39.420945,-84.499036
"9772","Eurycea cirrigera",39.420945,-84.499036
"9773","Eurycea tynerensis",36.197068,-93.689963
"9774","Eurycea cirrigera",35.908583,-78.515944
"9775","Eurycea cirrigera",34.05933,-84.057251
"9776","Eurycea cirrigera",34.05933,-84.057251
"9777","Eurycea guttolineata",35.386565,-80.041941
"9778","Eurycea cirrigera",31.789247,-85.876717
"9779","Eurycea cirrigera",37.260339,-78.319639
"9780","Eurycea cirrigera",33.956971,-83.979016
"9781","Eurycea cirrigera",33.956971,-83.979016
"9782","Eurycea lucifuga",34.835109,-87.503416
"9783","Eurycea cirrigera",32.595739,-85.483669
"9784","Eurycea cirrigera",39.420945,-84.499036
"9785","Eurycea cirrigera",39.420945,-84.499036
"9786","Eurycea cirrigera",39.420945,-84.499036
"9787","Eurycea cirrigera",39.420945,-84.499036
"9788","Eurycea cirrigera",39.420945,-84.499036
"9789","Eurycea cirrigera",33.808708,-84.305437
"9790","Eurycea lucifuga",34.341228,-86.733084
"9791","Eurycea cirrigera",37.177923,-78.269578
"9792","Eurycea cirrigera",37.522283,-78.285936
"9793","Eurycea cirrigera",37.522232,-78.285969
"9794","Eurycea cirrigera",37.696499,-78.113339
"9795","Eurycea cirrigera",37.441628,-85.35322
"9796","Eurycea cirrigera",31.806318,-85.954573
"9797","Eurycea quadridigitata",29.785727,-82.36167
"9798","Eurycea cirrigera",37.28189,-80.468196
"9799","Eurycea hillisi",32.497155,-85.610222
"9800","Eurycea lucifuga",34.225555,-85.187714
"9801","Eurycea cirrigera",37.210137,-76.568717
"9802","Eurycea cirrigera",37.247711,-84.562885
"9803","Eurycea cirrigera",37.247711,-84.562885
"9804","Eurycea cirrigera",37.247927,-84.56266
"9805","Eurycea cirrigera",37.247987,-84.562537
"9806","Eurycea bislineata",40.034289,-75.682162
"9807","Eurycea paludicola",31.130328,-92.56025
"9808","Eurycea cirrigera",36.798494,-84.597406
"9809","Eurycea cirrigera",39.420945,-84.499036
"9810","Eurycea cirrigera",39.420945,-84.499036
"9811","Eurycea cirrigera",39.420945,-84.499036
"9812","Eurycea cirrigera",39.420945,-84.499036
"9813","Eurycea cirrigera",39.420945,-84.499036
"9814","Eurycea cirrigera",39.420945,-84.499036
"9815","Eurycea cirrigera",37.360256,-88.423387
"9816","Eurycea cirrigera",36.090438,-79.903352
"9817","Eurycea longicauda",34.017065,-87.354263
"9818","Eurycea cirrigera",37.44018,-77.482405
"9819","Eurycea bislineata",42.612788,-73.897956
"9820","Eurycea lucifuga",35.021233,-85.407212
"9821","Eurycea lucifuga",35.021233,-85.407212
"9822","Eurycea lucifuga",35.021233,-85.407212
"9823",NA,35.021233,-85.407212
"9824","Eurycea lucifuga",35.021233,-85.407212
"9825","Eurycea lucifuga",35.021233,-85.407212
"9826","Eurycea lucifuga",35.021233,-85.407212
"9827","Eurycea cirrigera",38.981102,-84.560785
"9828","Eurycea lucifuga",35.021233,-85.407212
"9829","Eurycea cirrigera",34.15346,-84.702876
"9830","Eurycea multiplicata",34.684478,-94.183267
"9831","Eurycea cirrigera",31.139456,-89.232855
"9832","Eurycea multiplicata",34.128995,-94.687658
"9833","Eurycea multiplicata",34.129306,-94.688854
"9834","Eurycea multiplicata",34.686299,-94.178905
"9835","Eurycea bislineata",38.805461,-77.716875
"9836","Eurycea bislineata",38.805464,-77.716876
"9837","Eurycea bislineata",38.805458,-77.716879
"9838","Eurycea lucifuga",36.555929,-87.303944
"9839","Eurycea lucifuga",36.555929,-87.303944
"9840","Eurycea lucifuga",36.555929,-87.303944
"9841","Eurycea lucifuga",36.555929,-87.303944
"9842","Eurycea cirrigera",33.90764,-83.907789
"9843","Eurycea bislineata",39.568062,-77.469788
"9844","Eurycea cirrigera",33.75707,-84.317658
"9845","Eurycea cirrigera",33.757531,-84.318039
"9846","Eurycea lucifuga",36.555929,-87.303944
"9847","Eurycea cirrigera",36.504068,-87.274228
"9848","Eurycea cirrigera",36.504068,-87.274228
"9849","Eurycea multiplicata",34.125983,-94.678092
"9850","Eurycea paludicola",32.945908,-94.467072
"9851","Eurycea bislineata",39.897744,-75.595461
"9852","Eurycea cirrigera",38.968005,-84.547745
"9853","Eurycea bislineata",39.839074,-76.330774
"9854","Eurycea cirrigera",39.420945,-84.499036
"9855","Eurycea cirrigera",39.420945,-84.499036
"9856","Eurycea cirrigera",39.420945,-84.499036
"9857","Eurycea cirrigera",39.420945,-84.499036
"9858","Eurycea cirrigera",39.420945,-84.499036
"9859","Eurycea cirrigera",39.420945,-84.499036
"9860","Eurycea cirrigera",37.283058,-80.468278
"9861","Eurycea multiplicata",34.436429,-93.995453
"9862","Eurycea cirrigera",37.221692,-80.591819
"9863","Eurycea cirrigera",37.262436,-80.496375
"9864","Eurycea bislineata",42.634262,-72.40473
"9865","Eurycea bislineata",42.634238,-72.404822
