"","species","decimalLatitude","decimalLongitude"
"8957","Eurycea longicauda",35.155018,-85.919822
"8958","Eurycea guttolineata",31.287364,-89.375746
"8959","Eurycea bislineata",42.994479,-76.014701
"8960","Eurycea lucifuga",36.552863,-87.306213
"8961","Eurycea bislineata",42.994479,-76.014701
"8962","Eurycea bislineata",42.994479,-76.014701
"8963","Eurycea guttolineata",31.287433,-89.375805
"8964","Eurycea bislineata",39.986258,-75.336614
"8965","Eurycea bislineata",43.808063,-71.667503
"8966","Eurycea bislineata",43.808675,-71.666993
"8967","Eurycea bislineata",43.808055,-71.667503
"8968","Eurycea bislineata",43.808022,-71.667472
"8969","Eurycea bislineata",43.808022,-71.667472
"8970","Eurycea bislineata",43.808737,-71.666947
"8971","Eurycea bislineata",43.808113,-71.667258
"8972","Eurycea longicauda",40.324005,-79.087411
"8973","Eurycea guttolineata",31.287444,-89.375766
"8974","Eurycea guttolineata",31.288536,-89.375544
"8975","Eurycea cirrigera",30.436051,-84.533497
"8976","Eurycea cirrigera",30.431918,-84.536031
"8977","Eurycea cirrigera",30.446426,-84.497933
"8978","Eurycea cirrigera",30.442633,-84.49173
"8979","Eurycea wilderae",35.703464,-83.361003
"8980","Eurycea wilderae",35.685732,-83.39795
"8981","Eurycea wilderae",35.707279,-83.387962
"8982","Eurycea bislineata",42.724342,-78.754107
"8983","Eurycea bislineata",45.067414,-77.287338
"8984","Eurycea cirrigera",37.771352,-84.571102
"8985","Eurycea longicauda",38.206766,-83.417254
"8986","Eurycea longicauda",38.146538,-83.483217
"8987","Eurycea longicauda",41.331948,-81.412556
"8988","Eurycea bislineata",42.390933,-76.272567
"8989","Eurycea bislineata",38.983397,-80.158712
"8990","Eurycea bislineata",38.98358,-80.158459
"8991","Eurycea bislineata",38.983442,-80.158744
"8992","Eurycea bislineata",38.94977,-80.322267
"8993","Eurycea bislineata",42.776967,-76.089867
"8994","Eurycea bislineata",38.9837,-80.159119
"8995","Eurycea bislineata",40.750787,-74.730278
"8996","Eurycea bislineata",42.779957,-76.091758
"8997","Eurycea bislineata",38.983692,-80.159233
"8998","Eurycea bislineata",42.776925,-76.089858
"8999","Eurycea longicauda",39.468945,-79.273178
"9000","Eurycea bislineata",45.605826,-74.619813
"9001","Eurycea bislineata",40.373179,-75.011102
"9002","Eurycea bislineata",40.373421,-75.010642
"9003","Eurycea bislineata",43.372253,-76.428842
"9004","Eurycea wilderae",35.63669,-83.489522
"9005","Eurycea lucifuga",37.576005,-89.439473
"9006","Eurycea cirrigera",36.952153,-77.080803
"9007","Eurycea bislineata",40.011742,-77.34497
"9008","Eurycea bislineata",43.299492,-72.480919
"9009","Eurycea bislineata",43.299492,-72.480919
"9010","Eurycea bislineata",43.855499,-72.94577
"9011","Eurycea bislineata",43.855499,-72.94577
"9012","Eurycea bislineata",44.49955,-73.198029
"9013","Eurycea wilderae",35.703464,-83.361003
"9014","Eurycea wilderae",35.703464,-83.361003
"9015","Eurycea bislineata",45.548755,-78.595742
"9016","Eurycea guttolineata",33.171292,-85.237038
"9017","Eurycea guttolineata",31.287597,-89.37558
"9018","Eurycea wilderae",36.571159,-81.846553
"9019","Eurycea longicauda",40.129822,-76.879495
"9020","Eurycea guttolineata",31.287597,-89.37558
"9021","Eurycea bislineata",39.227637,-76.725592
"9022","Eurycea bislineata",41.636658,-72.935813
"9023","Eurycea longicauda",35.230012,-85.775178
"9024","Eurycea guttolineata",31.287583,-89.375655
"9025","Eurycea longicauda",34.865896,-87.422883
"9026","Eurycea bislineata",42.468987,-76.424583
"9027","Eurycea bislineata",42.994564,-76.159987
"9028","Eurycea wilderae",36.641422,-81.487863
"9029","Eurycea wilderae",36.683692,-81.649995
"9030","Eurycea bislineata",39.416094,-76.830291
"9031","Eurycea cirrigera",39.198314,-84.426617
"9032","Eurycea cirrigera",35.875133,-78.758851
"9033","Eurycea guttolineata",31.287597,-89.375581
"9034","Eurycea longicauda",38.159638,-83.50667
"9035","Eurycea longicauda",40.137547,-75.511513
"9036","Eurycea bislineata",45.16615,-72.758972
"9037","Eurycea lucifuga",38.753946,-85.425731
"9038","Eurycea cirrigera",35.740904,-86.930933
"9039","Eurycea cirrigera",39.863301,-87.282776
"9040","Eurycea longicauda",39.519997,-76.718887
"9041","Eurycea bislineata",40.154998,-80.597098
"9042","Eurycea bislineata",40.15572,-80.598302
"9043","Eurycea cirrigera",39.199442,-84.423965
"9044","Eurycea guttolineata",31.287393,-89.37578
"9045","Eurycea bislineata",42.776692,-76.08783
"9046","Eurycea bislineata",43.401688,-73.734262
"9047","Eurycea cirrigera",39.261383,-84.293213
"9048","Eurycea cirrigera",36.910924,-84.29236
"9049","Eurycea longicauda",35.215437,-85.826858
"9050","Eurycea guttolineata",31.287426,-89.37577
"9051","Eurycea longicauda",35.01045,-85.366071
"9052","Eurycea longicauda",36.132869,-84.495928
"9053","Eurycea longicauda",39.796688,-83.836037
"9054","Eurycea bislineata",40.231086,-74.976303
"9055","Eurycea bislineata",40.230989,-74.97693
"9056","Eurycea bislineata",40.230956,-74.977155
"9057","Eurycea bislineata",40.230851,-74.977033
"9058","Eurycea bislineata",40.230737,-74.977143
"9059","Eurycea bislineata",40.230442,-74.977516
"9060","Eurycea bislineata",40.23037,-74.977634
"9061","Eurycea bislineata",40.230417,-74.97757
"9062","Eurycea cirrigera",36.540782,-84.801588
"9063","Eurycea wilderae",36.10213,-82.131445
"9064","Eurycea guttolineata",35.221367,-83.372605
"9065","Eurycea cirrigera",36.180878,-79.983445
"9066","Eurycea guttolineata",31.28737,-89.375626
"9067","Eurycea lucifuga",36.105586,-93.97615
"9068","Eurycea longicauda",36.105347,-93.976333
"9069","Eurycea longicauda",36.105439,-93.976862
"9070","Eurycea tynerensis",36.105489,-93.976875
"9071","Eurycea lucifuga",36.105647,-93.977097
"9072","Eurycea longicauda",36.105784,-93.979371
"9073","Eurycea lucifuga",36.105794,-93.978484
"9074","Eurycea longicauda",40.163806,-80.595806
"9075","Eurycea bislineata",40.372737,-75.012349
"9076","Eurycea bislineata",41.660595,-80.162916
"9077","Eurycea longicauda",36.232769,-81.975354
"9078","Eurycea bislineata",42.379628,-76.481095
"9079","Eurycea bislineata",41.075546,-74.140382
"9080","Eurycea bislineata",39.256424,-76.709203
"9081","Eurycea bislineata",40.162967,-80.595153
"9082","Eurycea bislineata",42.767794,-76.085509
"9083","Eurycea wilderae",35.309699,-82.775859
"9084","Eurycea cirrigera",36.044853,-85.593887
"9085","Eurycea bislineata",44.745213,-72.258955
"9086","Eurycea bislineata",42.799658,-76.040217
"9087","Eurycea longicauda",35.329945,-84.144011
"9088","Eurycea cirrigera",39.213684,-84.503016
"9089","Eurycea lucifuga",38.053039,-85.679142
"9090","Eurycea bislineata",40.813763,-77.837539
"9091","Eurycea bislineata",40.163924,-80.595467
"9092","Eurycea longicauda",40.163869,-80.595502
"9093","Eurycea bislineata",42.426055,-76.406447
"9094","Eurycea guttolineata",33.368745,-85.948953
"9095","Eurycea guttolineata",33.457742,-85.872422
"9096","Eurycea bislineata",44.5594,-69.653045
"9097","Eurycea cirrigera",33.196537,-86.044792
"9098","Eurycea cirrigera",33.326837,-85.968613
"9099","Eurycea guttolineata",33.347655,-85.937805
"9100","Eurycea guttolineata",33.348647,-85.9339
"9101","Eurycea guttolineata",33.34872,-85.933997
"9102","Eurycea guttolineata",33.353067,-85.928375
"9103","Eurycea guttolineata",33.354345,-85.928262
"9104","Eurycea cirrigera",33.384875,-85.953095
"9105","Eurycea cirrigera",33.385528,-85.953133
"9106","Eurycea guttolineata",33.38702,-85.954063
"9107","Eurycea lucifuga",35.153106,-85.23429
"9108","Eurycea bislineata",41.419555,-78.340317
"9109","Eurycea guttolineata",33.425257,-86.829062
"9110","Eurycea longicauda",41.334138,-79.209069
"9111","Eurycea cirrigera",36.069717,-79.100389
"9112","Eurycea longicauda",40.030564,-77.29792
"9113","Eurycea cirrigera",38.649746,-84.010137
"9114","Eurycea cirrigera",38.626699,-84.005451
"9115","Eurycea longicauda",35.120011,-84.568597
"9116","Eurycea cirrigera",36.815715,-82.739358
"9117","Eurycea guttolineata",30.585344,-84.359733
"9118","Eurycea guttolineata",30.583892,-84.35952
"9119","Eurycea guttolineata",30.5835,-84.359567
"9120","Eurycea guttolineata",30.583447,-84.359162
"9121","Eurycea guttolineata",30.583412,-84.359558
"9122","Eurycea guttolineata",30.583412,-84.359558
"9123","Eurycea guttolineata",30.584097,-84.359795
"9124","Eurycea bislineata",44.680997,-70.208878
"9125","Eurycea guttolineata",31.287416,-89.375814
"9126","Eurycea longicauda",35.12,-84.568558
"9127","Eurycea cirrigera",35.558801,-78.622527
"9128","Eurycea guttolineata",30.583538,-84.359755
"9129","Eurycea guttolineata",33.13625,-87.107955
"9130","Eurycea guttolineata",30.584199,-84.35956
"9131","Eurycea bislineata",42.777497,-76.087792
"9132","Eurycea wilderae",36.720422,-81.481702
"9133","Eurycea bislineata",44.734975,-68.766045
"9134","Eurycea guttolineata",30.585152,-84.358117
"9135","Eurycea bislineata",46.188763,-77.868311
"9136","Eurycea longicauda",40.163979,-80.595852
"9137","Eurycea bislineata",42.309807,-78.823013
"9138","Eurycea lucifuga",35.023429,-85.409207
"9139","Eurycea bislineata",44.419212,-69.976953
"9140","Eurycea guttolineata",33.956126,-83.464618
"9141","Eurycea cirrigera",33.7912,-85.599663
"9142","Eurycea quadridigitata",30.583711,-84.359194
"9143","Eurycea guttolineata",30.584005,-84.35948
"9144","Eurycea guttolineata",30.58365,-84.358987
"9145","Eurycea guttolineata",30.583988,-84.359488
"9146","Eurycea guttolineata",30.584025,-84.359087
"9147","Eurycea guttolineata",30.585027,-84.359417
"9148","Eurycea guttolineata",30.58457,-84.359473
"9149","Eurycea guttolineata",30.583768,-84.477266
"9150","Eurycea guttolineata",30.583753,-84.360297
"9151","Eurycea guttolineata",30.584105,-84.35945
"9152","Eurycea guttolineata",32.58159,-85.530885
"9153","Eurycea guttolineata",32.579282,-85.528316
"9154","Eurycea bislineata",39.564175,-76.28367
"9155","Eurycea guttolineata",30.583595,-84.3593
"9156","Eurycea guttolineata",30.58393,-84.35942
"9157","Eurycea guttolineata",30.583763,-84.359337
"9158","Eurycea guttolineata",30.583622,-84.35923
"9159","Eurycea guttolineata",31.287578,-89.375678
"9160","Eurycea guttolineata",30.583863,-84.359262
"9161","Eurycea guttolineata",30.583747,-84.359178
"9162","Eurycea guttolineata",30.583747,-84.359178
"9163","Eurycea cirrigera",36.060847,-86.905455
"9164","Eurycea guttolineata",30.583783,-84.359428
"9165","Eurycea wilderae",36.119184,-82.325391
"9166","Eurycea bislineata",41.22527,-81.563894
"9167","Eurycea guttolineata",31.287406,-89.375769
"9168","Eurycea guttolineata",30.58576,-84.358825
"9169","Eurycea guttolineata",30.583697,-84.359062
"9170","Eurycea bislineata",40.878861,-73.564676
"9171","Eurycea bislineata",42.466898,-76.822426
"9172","Eurycea bislineata",44.682772,-73.475778
"9173","Eurycea cirrigera",30.501605,-84.216392
"9174","Eurycea bislineata",41.243777,-81.677944
"9175","Eurycea cirrigera",34.829032,-80.59254
"9176","Eurycea longicauda",40.26107,-76.401887
"9177","Eurycea bislineata",41.203725,-74.172488
"9178","Eurycea lucifuga",37.323951,-80.777038
"9179","Eurycea bislineata",42.77718,-76.089005
"9180","Eurycea longicauda",38.693122,-90.68387
"9181","Eurycea longicauda",39.484371,-76.599024
"9182","Eurycea bislineata",45.638694,-77.82501
"9183","Eurycea longicauda",34.907334,-87.620559
"9184","Eurycea guttolineata",30.814505,-85.228321
"9185","Eurycea bislineata",42.691985,-74.407462
"9186","Eurycea longicauda",34.41482,-87.786468
"9187","Eurycea cirrigera",34.124603,-84.189256
"9188","Eurycea bislineata",40.720646,-82.4493
"9189","Eurycea guttolineata",31.287475,-89.375788
"9190","Eurycea cirrigera",36.431878,-84.649688
"9191","Eurycea longicauda",37.562072,-89.440639
"9192","Eurycea longicauda",40.441613,-75.094976
"9193","Eurycea lucifuga",37.542654,-89.438299
"9194","Eurycea longicauda",37.542029,-89.438108
"9195","Eurycea lucifuga",34.665805,-85.363651
"9196","Eurycea guttolineata",31.28744,-89.375775
"9197","Eurycea longicauda",35.322212,-84.129014
"9198","Eurycea guttolineata",33.744213,-85.584612
"9199","Eurycea bislineata",43.853333,-74.459512
"9200","Eurycea bislineata",38.98373,-80.159247
"9201","Eurycea bislineata",45.604398,-78.338942
"9202","Eurycea guttolineata",35.75467,-78.710525
"9203","Eurycea bislineata",44.415405,-72.998795
"9204","Eurycea bislineata",44.414225,-72.996232
"9205","Eurycea bislineata",41.611256,-81.334878
"9206","Eurycea cirrigera",30.481081,-84.278998
"9207","Eurycea guttolineata",33.466855,-86.785436
"9208","Eurycea longicauda",40.256042,-75.039094
"9209","Eurycea longicauda",41.340667,-79.214188
"9210","Eurycea bislineata",41.659782,-80.162699
"9211","Eurycea bislineata",44.298131,-71.700313
"9212","Eurycea longicauda",40.163681,-80.594887
"9213","Eurycea bislineata",40.97618,-73.93303
"9214","Eurycea cirrigera",30.496714,-84.265434
"9215","Eurycea bislineata",41.137708,-75.343783
"9216","Eurycea guttolineata",31.28751,-89.375799
"9217","Eurycea cirrigera",38.016979,-77.921165
"9218","Eurycea bislineata",42.961362,-76.058839
"9219","Eurycea bislineata",38.95015,-80.321578
"9220","Eurycea lucifuga",35.730175,-86.708039
"9221","Eurycea cirrigera",36.116572,-84.566558
"9222","Eurycea longicauda",36.116097,-84.566964
"9223","Eurycea cirrigera",36.111256,-84.577728
"9224","Eurycea longicauda",36.111284,-84.577691
"9225","Eurycea cirrigera",36.111292,-84.577713
"9226","Eurycea bislineata",42.994755,-76.159021
"9227","Eurycea bislineata",42.777284,-76.085768
"9228","Eurycea bislineata",38.972356,-80.209772
"9229","Eurycea bislineata",38.950163,-80.32148
"9230","Eurycea bislineata",38.983762,-80.159264
"9231","Eurycea bislineata",40.750775,-74.7305
"9232","Eurycea bislineata",43.060061,-73.14173
"9233","Eurycea cirrigera",32.59562,-85.483145
"9234","Eurycea cirrigera",30.665094,-89.122436
"9235","Eurycea cirrigera",30.665225,-89.118808
"9236","Eurycea longicauda",36.033239,-93.672258
"9237","Eurycea lucifuga",36.033171,-93.672546
"9238","Eurycea lucifuga",36.410135,-93.73051
"9239","Eurycea lucifuga",36.411168,-93.738377
"9240","Eurycea lucifuga",38.44684,-85.631621
"9241","Eurycea longicauda",38.030754,-78.853265
"9242","Eurycea longicauda",38.030858,-78.85328
"9243","Eurycea wilderae",35.600874,-81.620365
"9244","Eurycea guttolineata",35.012435,-82.819008
"9245","Eurycea wilderae",35.018872,-82.996684
"9246","Eurycea bislineata",40.944192,-74.37117
"9247","Eurycea bislineata",41.136903,-74.2415
"9248","Eurycea longicauda",37.575845,-79.337128
"9249","Eurycea lucifuga",36.003875,-86.727112
"9250","Eurycea cirrigera",37.94828,-75.502743
"9251","Eurycea bislineata",41.422784,-72.913344
"9252","Eurycea lucifuga",35.740742,-86.71018
"9253","Eurycea wilderae",35.634975,-83.37967
"9254","Eurycea tynerensis",35.711042,-94.02921
"9255","Eurycea tynerensis",35.711042,-94.02921
"9256","Eurycea tynerensis",35.711648,-94.028496
"9257","Eurycea tynerensis",35.711648,-94.028496
"9258","Eurycea paludicola",30.133973,-95.164658
"9259","Eurycea tynerensis",35.711142,-94.028735
"9260","Eurycea tynerensis",35.711142,-94.028735
"9261","Eurycea tynerensis",35.711142,-94.028735
"9262","Eurycea bislineata",40.751738,-74.289305
"9263","Eurycea paludicola",31.827872,-94.636467
"9264","Eurycea bislineata",42.78619,-76.04291
"9265","Eurycea bislineata",42.36289,-77.287165
"9266","Eurycea bislineata",42.778038,-76.086609
"9267","Eurycea longicauda",37.484238,-89.3602
"9268","Eurycea guttolineata",35.185303,-82.60575
"9269","Eurycea guttolineata",34.949695,-82.850503
"9270","Eurycea cirrigera",39.084,-86.549038
"9271","Eurycea cirrigera",35.915403,-79.043005
"9272","Eurycea cirrigera",35.91495,-79.042642
"9273","Eurycea lucifuga",36.394242,-86.176265
"9274","Eurycea cirrigera",34.041072,-84.666703
"9275","Eurycea cirrigera",35.268279,-80.71588
"9276","Eurycea cirrigera",30.442478,-84.491133
"9277","Eurycea bislineata",40.151761,-83.029922
"9278","Eurycea lucifuga",38.240712,-85.716988
"9279","Eurycea bislineata",45.3013,-74.053536
"9280","Eurycea lucifuga",37.563696,-89.440407
"9281","Eurycea lucifuga",37.547741,-89.437905
"9282","Eurycea lucifuga",37.547389,-89.437288
"9283","Eurycea wilderae",35.394887,-84.112367
"9284","Eurycea longicauda",40.026122,-82.42823
"9285","Eurycea wilderae",35.652712,-83.569878
"9286","Eurycea lucifuga",37.5612,-89.442253
"9287","Eurycea bislineata",44.199268,-73.160942
"9288","Eurycea bislineata",44.323318,-72.335876
"9289","Eurycea bislineata",42.471962,-72.328828
"9290","Eurycea cirrigera",36.715453,-82.370415
"9291","Eurycea cirrigera",35.934837,-78.483483
"9292","Eurycea guttolineata",32.149503,-90.754089
"9293","Eurycea wilderae",34.592083,-84.207932
"9294","Eurycea guttolineata",31.287572,-89.375636
"9295","Eurycea lucifuga",36.596488,-93.824417
"9296","Eurycea longicauda",40.618705,-80.032517
"9297","Eurycea bislineata",40.183038,-75.02749
"9298","Eurycea bislineata",40.183279,-75.026983
"9299","Eurycea bislineata",40.183172,-75.027
"9300","Eurycea bislineata",40.183062,-75.027079
"9301","Eurycea longicauda",39.571995,-77.470855
"9302","Eurycea cirrigera",34.181395,-84.472785
"9303","Eurycea wilderae",36.158189,-81.881775
"9304","Eurycea bislineata",41.890555,-73.276367
"9305","Eurycea cirrigera",39.155822,-84.306887
"9306","Eurycea bislineata",39.7695,-79.626158
"9307","Eurycea longicauda",40.050278,-82.459747
"9308","Eurycea guttolineata",35.998475,-81.769892
"9309","Eurycea bislineata",40.342316,-75.166403
"9310","Eurycea bislineata",40.34254,-75.166456
"9311","Eurycea lucifuga",36.57899,-82.225245
"9312","Eurycea cirrigera",36.562062,-82.224402
"9313","Eurycea bislineata",40.458983,-78.197228
"9314","Eurycea bislineata",39.566942,-77.493828
"9315","Eurycea bislineata",45.357667,-72.57512
"9316","Eurycea bislineata",41.809708,-74.366495
"9317","Eurycea bislineata",42.994865,-76.090888
"9318","Eurycea lucifuga",39.002475,-84.53177
"9319","Eurycea guttolineata",30.813041,-85.227355
"9320","Eurycea lucifuga",37.938118,-86.524105
"9321","Eurycea wilderae",36.168399,-82.122
"9322","Eurycea lucifuga",37.348388,-88.915808
"9323","Eurycea longicauda",35.153871,-85.91982
"9324","Eurycea bislineata",43.045922,-75.970138
"9325","Eurycea bislineata",43.052692,-75.966392
"9326","Eurycea guttolineata",31.287531,-89.375794
"9327","Eurycea lucifuga",36.6405,-87.975363
"9328","Eurycea bislineata",39.896744,-75.383266
"9329","Eurycea cirrigera",37.520347,-77.47017
"9330","Eurycea lucifuga",36.641036,-87.974918
"9331","Eurycea longicauda",36.640625,-87.975547
"9332","Eurycea bislineata",41.505241,-75.68691
"9333","Eurycea bislineata",39.560169,-76.28454
"9334","Eurycea cirrigera",37.525381,-77.560342
"9335","Eurycea guttolineata",34.674362,-82.996657
"9336","Eurycea bislineata",45.58224,-64.981225
"9337","Eurycea bislineata",39.417195,-76.73085
"9338","Eurycea bislineata",38.540988,-78.351547
"9339","Eurycea lucifuga",39.002186,-86.511693
"9340","Eurycea bislineata",41.714912,-78.831497
"9341","Eurycea bislineata",41.745013,-74.199312
"9342","Eurycea bislineata",41.479958,-79.441362
"9343","Eurycea quadridigitata",31.528467,-83.361612
"9344","Eurycea guttolineata",33.96238,-84.389847
"9345","Eurycea cirrigera",32.854176,-87.668683
"9346","Eurycea guttolineata",32.852024,-87.66493
"9347","Eurycea bislineata",40.363061,-82.917886
"9348","Eurycea cirrigera",39.452378,-84.666053
"9349","Eurycea guttolineata",31.287354,-89.375805
"9350","Eurycea bislineata",38.460455,-78.406258
"9351","Eurycea lucifuga",34.773528,-85.498017
"9352","Eurycea lucifuga",37.47908,-89.172379
"9353","Eurycea bislineata",38.40935,-78.488755
"9354","Eurycea lucifuga",37.374618,-88.93218
"9355","Eurycea bislineata",40.373199,-75.01265
"9356","Eurycea wilderae",35.668187,-85.355562
"9357","Eurycea lucifuga",35.48598,-86.104994
"9358","Eurycea longicauda",35.484588,-86.107925
"9359","Eurycea wilderae",36.048611,-82.561613
"9360","Eurycea longicauda",40.5649,-80.192428
"9361","Eurycea wilderae",36.047786,-82.560303
"9362","Eurycea bislineata",42.494211,-72.542716
"9363","Eurycea guttolineata",32.581882,-85.567238
"9364","Eurycea bislineata",39.256092,-77.767188
"9365","Eurycea lucifuga",34.78129,-85.475616
"9366","Eurycea bislineata",40.81313,-77.838478
"9367","Eurycea arenicola",35.144208,-79.372426
"9368","Eurycea longicauda",37.542226,-89.43827
"9369","Eurycea guttolineata",32.902953,-87.062203
"9370","Eurycea cirrigera",34.712007,-82.183449
"9371","Eurycea cirrigera",34.711019,-82.183884
"9372","Eurycea lucifuga",37.541617,-89.438354
"9373","Eurycea bislineata",39.577765,-78.851994
"9374",NA,38.088314,-78.73249
"9375","Eurycea bislineata",40.752266,-77.817667
"9376","Eurycea guttolineata",32.671458,-90.541224
"9377","Eurycea bislineata",42.462325,-76.480592
"9378","Eurycea bislineata",42.462537,-76.48088
"9379","Eurycea bislineata",42.462738,-76.482308
"9380","Eurycea lucifuga",34.773564,-85.497933
"9381","Eurycea wilderae",36.721822,-81.482936
"9382","Eurycea wilderae",36.721872,-81.48288
"9383","Eurycea wilderae",36.733163,-81.496491
"9384","Eurycea guttolineata",36.433838,-88.583665
"9385","Eurycea guttolineata",36.434234,-88.584596
"9386","Eurycea guttolineata",36.43344,-88.584939
"9387","Eurycea longicauda",40.06245,-75.500467
"9388","Eurycea longicauda",40.229736,-80.536232
"9389","Eurycea longicauda",37.493443,-88.933792
"9390","Eurycea cirrigera",33.445553,-85.8404
"9391","Eurycea cirrigera",36.512732,-87.936641
"9392","Eurycea quadridigitata",30.174988,-84.66635
"9393","Eurycea cirrigera",30.174483,-84.666237
"9394","Eurycea quadridigitata",32.323097,-80.825333
"9395","Eurycea guttolineata",30.174433,-84.666183
"9396","Eurycea bislineata",40.583058,-80.267205
"9397","Eurycea quadridigitata",30.17508,-84.666175
"9398","Eurycea cirrigera",30.17522,-84.666078
"9399","Eurycea quadridigitata",30.174767,-84.666313
"9400","Eurycea wilderae",35.164678,-82.732445
"9401","Eurycea guttolineata",31.287475,-89.375803
"9402","Eurycea quadridigitata",30.176246,-84.667764
"9403","Eurycea quadridigitata",30.176113,-84.667585
"9404","Eurycea quadridigitata",30.175945,-84.667892
"9405","Eurycea bislineata",41.212951,-81.716575
"9406","Eurycea bislineata",42.449745,-76.47428
"9407","Eurycea guttolineata",30.502353,-84.388372
"9408","Eurycea quadridigitata",30.487761,-84.393413
"9409","Eurycea guttolineata",30.472105,-84.408828
"9410","Eurycea guttolineata",30.175608,-84.666725
"9411","Eurycea guttolineata",30.173808,-84.665817
"9412","Eurycea bislineata",39.418422,-76.73095
"9413","Eurycea quadridigitata",30.174733,-84.666428
"9414","Eurycea guttolineata",30.174697,-84.666245
"9415","Eurycea guttolineata",30.176102,-84.66795
"9416","Eurycea guttolineata",30.175326,-84.667321
"9417","Eurycea guttolineata",30.173897,-84.665908
"9418","Eurycea cirrigera",33.713828,-85.721175
"9419","Eurycea guttolineata",31.287414,-89.375763
"9420","Eurycea bislineata",42.114423,-77.078978
"9421","Eurycea quadridigitata",30.174608,-84.66632
"9422","Eurycea cirrigera",32.776807,-84.821223
"9423","Eurycea guttolineata",30.175655,-84.666838
"9424","Eurycea cirrigera",33.03925,-87.122405
"9425","Eurycea cirrigera",36.568165,-82.235908
"9426","Eurycea cirrigera",36.567831,-82.234807
"9427","Eurycea cirrigera",38.861808,-82.966919
"9428","Eurycea cirrigera",30.174955,-84.666222
"9429","Eurycea guttolineata",30.175563,-84.666817
"9430","Eurycea wilderae",36.149443,-81.641002
"9431","Eurycea quadridigitata",30.175162,-84.66613
"9432","Eurycea guttolineata",30.443205,-84.306358
"9433","Eurycea quadridigitata",30.175428,-84.66652
"9434","Eurycea cirrigera",33.769742,-84.329027
"9435","Eurycea cirrigera",33.770009,-84.3294
"9436","Eurycea cirrigera",35.889595,-79.045342
"9437","Eurycea guttolineata",30.176042,-84.66703
"9438","Eurycea quadridigitata",30.173863,-84.665895
"9439","Eurycea guttolineata",30.173863,-84.665895
"9440","Eurycea guttolineata",30.175838,-84.667
"9441","Eurycea cirrigera",39.308617,-82.161925
"9442","Eurycea lucifuga",38.528228,-90.561417
"9443","Eurycea cirrigera",35.785253,-78.81478
"9444","Eurycea bislineata",38.82789,-78.165971
"9445","Eurycea guttolineata",31.28753,-89.375692
"9446","Eurycea bislineata",40.177146,-79.769725
"9447","Eurycea guttolineata",37.440204,-78.586424
"9448","Eurycea cirrigera",37.439897,-78.586843
"9449","Eurycea cirrigera",37.426699,-78.658052
"9450","Eurycea guttolineata",37.42649,-78.657991
"9451","Eurycea bislineata",40.201258,-75.45572
"9452","Eurycea bislineata",40.201148,-75.45544
"9453","Eurycea cirrigera",35.719611,-78.718645
"9454","Eurycea bislineata",40.202825,-75.45755
"9455","Eurycea bislineata",38.242572,-78.689596
"9456","Eurycea bislineata",39.480525,-76.765908
"9457","Eurycea bislineata",42.302699,-71.101843
"9458","Eurycea cirrigera",33.441942,-86.824028
"9459","Eurycea cirrigera",35.785538,-78.814966
"9460","Eurycea bislineata",42.302887,-71.101936
"9461","Eurycea bislineata",42.302703,-71.101967
"9462","Eurycea lucifuga",35.750969,-86.593444
"9463","Eurycea lucifuga",35.750734,-86.591006
"9464","Eurycea cirrigera",36.289569,-87.088897
"9465","Eurycea bislineata",40.098478,-75.187809
"9466","Eurycea bislineata",40.099202,-75.187821
"9467","Eurycea bislineata",40.097868,-75.1873
"9468","Eurycea bislineata",40.098288,-75.187514
"9469","Eurycea bislineata",40.098416,-75.187724
"9470","Eurycea bislineata",45.591981,-64.957436
"9471","Eurycea longicauda",40.853875,-81.775245
"9472","Eurycea quadridigitata",30.66216,-84.249193
"9473","Eurycea quadridigitata",30.663628,-84.250498
"9474","Eurycea bislineata",42.197863,-78.94577
"9475","Eurycea paludicola",30.543666,-90.936572
"9476","Eurycea cirrigera",39.132057,-84.103467
"9477","Eurycea cirrigera",35.361538,-81.089203
"9478","Eurycea cirrigera",34.04585,-83.231163
"9479","Eurycea guttolineata",31.287597,-89.37558
"9480","Eurycea wilderae",35.595337,-83.460997
"9481","Eurycea wilderae",35.595333,-83.459678
"9482","Eurycea bislineata",38.82802,-80.447808
"9483","Eurycea quadridigitata",30.64866,-84.252029
"9484","Eurycea cirrigera",36.162,-79.483825
"9485","Eurycea quadridigitata",30.648267,-84.251808
"9486","Eurycea guttolineata",31.287514,-89.375682
"9487","Eurycea quadridigitata",30.648647,-84.252137
"9488","Eurycea wilderae",36.207267,-81.699255
"9489","Eurycea longicauda",35.608272,-83.804874
"9490","Eurycea bislineata",41.250613,-73.338487
"9491","Eurycea guttolineata",31.287516,-89.375683
"9492","Eurycea bislineata",40.384767,-74.81543
"9493","Eurycea bislineata",41.075274,-73.756293
"9494","Eurycea quadridigitata",30.64865,-84.252197
"9495","Eurycea bislineata",39.007078,-80.476299
"9496","Eurycea longicauda",40.022994,-75.421643
"9497","Eurycea longicauda",40.02299,-75.42165
"9498","Eurycea cirrigera",37.521041,-77.800019
"9499","Eurycea bislineata",39.48558,-77.489783
"9500","Eurycea cirrigera",35.987106,-80.291589
"9501","Eurycea wilderae",35.623363,-83.745428
"9502","Eurycea wilderae",35.734542,-82.433525
"9503","Eurycea cirrigera",37.868461,-84.671442
"9504","Eurycea bislineata",38.974642,-80.211743
